,Unnamed: 0,id,TVShow,Episode,year,minutes,averageRating,numVotes
99558,300077,tt0807328,Most Extreme Elimination Challenge,S02E08 Former Olympians,2003,20,8.9,16
101487,309335,tt0822876,Absolute Power,S02E05 Spinning America,2005,27,8.3,18
138929,836917,tt1087295,Najwazniejszy dzien zycia,S01E01 Uszczelka,1974,54,6.7,6
94185,273840,tt0769822,King of the Hill,S06E05 Father of the Bribe,2002,23,7.5,310
42122,107696,tt0598133,Hawaii Five-O,S02E05 Savage Sunday,1969,51,6.3,141
118975,407472,tt0957572,The Fenn Street Gang,S03E07 Abbott of Arabia,1973,24,7.8,7
90024,257666,tt0750295,The Wonder Years,S05E19 Carnal Knowledge,1992,24,8.0,280
28762,70347,tt0560013,Diff'rent Strokes,S05E10 Push Comes to Shove,1982,25,7.3,67
16341,35400,tt0524660,The Bill,S18E32 Ruffled Feathers,2002,50,7.9,38
7327,14780,tt0503375,77 Sunset Strip,S04E14 Bullets for Santa,1961,60,7.9,29
34158,86754,tt0576789,Family Affair,S01E29 The Award,1967,30,7.9,41
29599,71644,tt0561396,The Magical World of Disney,S11E11 Toby Tyler: Part 2,1964,60,8.3,15
132029,648489,tt10462394,Le temps est assassin,S01E05 أ‰pisode 5,2019,50,6.2,11
128777,562461,tt10270296,Karakuri Circus,S01E17 Visitors,2019,24,7.7,10
118786,406232,tt0955990,Nikola,S01E07 Eine pikante Affأ¤re,1997,25,6.5,15
54678,147383,tt0638305,M*A*S*H,S09E04 Father's Day,1980,24,7.3,452
147360,1018561,tt11266928,Richard Osman's House of Games,S03E40 Episode #3.40,2019,29,6.3,12
56913,151895,tt0642837,The Mary Tyler Moore Show,S01E05 Keep Your Guard Up,1970,26,7.0,266
111675,360760,tt0895761,Zoey 101,S03E19 Son of a Dean,2007,23,7.3,90
59974,159709,tt0650733,The Monroes,S01E17 Mark of Death,1967,60,6.0,8
119777,412566,tt0964644,The Cazalets,S01E02 Episode #1.2,2001,53,8.2,25
23914,55617,tt0545093,The Commish,S03E10 Mansion,1993,46,7.9,77
1107,1802,tt0104387,Shakespeare: The Animated Tales,S01E05 Hamlet,1992,26,7.7,134
122233,429637,tt0987170,Lassie,S03E15 A Place for Everything,1956,30,7.1,23
34535,87283,tt0577323,Family Ties,S07E06 Heartstrings: Part 2,1988,25,7.9,105
52395,141007,tt0631855,The Life and Legend of Wyatt Earp,S02E08 The Almost Dead Cowhand,1956,30,7.7,37
106955,332450,tt0857912,Silver Fang,S01E14 Advancing! The Small Young Commander,1986,22,8.3,34
136190,757708,tt10701784,Younger,"S07E02 It's the End of the World, Worm Girl",2020,24,5.3,263
16062,34132,tt0523293,Beyond Belief: Fact or Fiction,S02E10 The Motorcycle/Blind Man's Dog/Deer Hunters/Tribal Curse/The Card Game,1998,45,7.0,74
2129,3275,tt0185503,Minder,S07E00 An Officer and a Car Salesman,1988,75,6.9,68
29453,71466,tt0561186,The Magical World of Disney,S16E08 Secrets of Pirates Inn: Part 1,1969,60,7.6,16
133596,687582,tt1054957,Magical Angel Creamy Mami,S01E39 Jura kikaijuu ojira,1984,23,7.0,7
76414,209188,tt0700978,Simon & Simon,S04E04 The Dark Side of the Street,1984,60,7.5,58
38954,99808,tt0589984,Gomer Pyle: USMC,"S05E30 Goodbye Camp Henderson, Hello Sergeant Carter",1969,30,7.9,68
76002,207725,tt0699486,The Shield,S02E07 Barnstormers,2003,45,8.0,2071
49243,130164,tt0620804,Knight Rider,S03E15 Buy Out,1985,48,6.9,234
36651,92926,tt0583032,The Fresh Prince of Bel-Air,S06E03 Stress Related,1995,23,7.2,530
99940,301788,tt0810251,Mister Rogers' Neighborhood,S14E06 1526: Work,1984,28,8.4,10
126118,501866,tt10136250,Mythic Quest,S01E06 Non-Player Character,2020,26,7.3,1002
44160,112083,tt0602574,Holby City,S07E27 It's Kinda Rock 'n' Roll,2005,60,9.6,57
55380,148782,tt0639712,"Magnum, P.I.",S04E15 Paradise Blues,1984,48,7.1,282
8106,16126,tt0504757,Acapulco H.E.A.T.,S01E11 Code Name: Million Dollar Man,1998,44,5.9,11
14793,32072,tt0521229,Ben Casey,S04E22 A Little Fun to Match the Sorrow,1965,60,8.5,16
107140,333619,tt0859213,Angela's Eyes,S01E08 Blue-Eyed Blues,2006,41,8.0,12
134664,715822,tt1061123,Doctor Who,S04E00 Voyage of the Damned,2007,71,7.6,7362
16670,35833,tt0525093,The Bill,S16E01 Angel,2000,50,7.4,31
135307,736155,tt1065597,Big Ideas That Changed the World,S01E03 Democracy,2005,45,7.8,5
31409,77731,tt0567552,Dynasty,S08E01 The Siege: Part 1,1987,48,7.1,59
97774,291571,tt0794956,Pepper Dennis,S01E04 Heiress Bridenapped,2006,60,7.6,24
18337,40159,tt0529477,Bonanza,S05E02 A Passion for Justice,1963,60,7.2,119
131629,639895,tt10442518,Southern Charm,S06E11 Rocky Mountain High Part Two,2019,43,7.7,8
122095,428342,tt0985635,Independent Lens,S08E27 La Lupe: Queen of Latin Soul,2007,60,7.9,21
9207,18265,tt0506917,The Agatha Christie Hour,S01E06 Magnolia Blossom,1982,51,6.3,136
26343,65110,tt0554722,Darkwing Duck,S01E19 Can't Bayou Love,1991,22,6.2,167
49180,129691,tt0620331,King of the Hill,S02E16 Traffic Jam,1998,23,7.3,490
52701,142117,tt0632993,Little House on the Prairie,S06E16 Darkness Is My Friend,1980,60,7.5,260
48224,127290,tt0617909,Just Shoot Me!,"S05E01 Hit the Road, Jack",2000,21,7.6,123
143752,943466,tt1110116,Mock the Week,S05E11 Episode #5.11,2007,30,6.8,21
107144,333671,tt0859272,Dexter,S01E07 Circle of Friends,2006,52,8.6,5997
4184,6949,tt0339933,E! True Hollywood Story,S05E22 The Young and the Restless,2001,90,8.6,17
111898,362351,tt0898107,My Wife and Kids,S04E12 The Lady Is Not a Tramp,2003,22,6.7,100
9206,18264,tt0506916,The Agatha Christie Hour,S01E09 Jane in Search of a Job,1982,51,7.3,131
16018,34086,tt0523247,Bewitched,S02E05 The Joker Is a Card,1965,25,8.8,382
109757,347098,tt0877814,Dark Shadows,S01E727 Episode #1.727,1969,23,7.7,31
143493,937173,tt1108766,Urusei yatsura,S04E07 St. Valentine's Day Horror,1983,25,7.3,16
29758,73080,tt0562838,Doctor Who,S11E11 Death to the Daleks: Part One,1974,25,7.2,486
134582,714060,tt10607488,Dateline NBC,S27E44 The Secret Keepers,2019,60,7.8,27
50596,134714,tt0625498,Lassie,S12E13 Crisis,1965,24,7.2,17
81599,224854,tt0716846,Tales from the Crypt,S07E01 Fatal Caper,1996,29,6.5,533
105048,323706,tt0845128,Dragon Ball,S01E149 Honأ´ no naka no uedingu doresu,1989,24,6.7,297
10835,21359,tt0510133,Alleyn Mysteries,S01E01 A Man Lay Dead,1993,98,6.9,132
21905,50048,tt0539457,Charmed,S06E04 The Power of Three Blondes,2003,42,7.6,662
23405,54361,tt0543824,The Colbert Report,S01E01 Stone Phillips,2005,21,8.3,42
32133,80247,tt0570090,Ellen,S02E23 Thirty Kilo Man: Part 1,1995,22,6.1,73
97290,289888,tt0792616,Nature,S24E02 Can Animals Predict Disaster?,2005,60,7.6,18
39094,100662,tt0590842,Good Times,S02E01 Florida Flips,1974,25,7.5,88
80835,221552,tt0713494,Superboy,S01E04 The Russian Exchange Student,1988,22,5.8,47
119631,411618,tt0963224,Hausmeister Krause - Ordnung muss sein,S01E07 Der falsche Dackel,1999,24,5.3,11
133483,685714,tt10545480,Isekai Quartet,S02E01 Join the Fight! Transfer Student,2020,12,7.5,49
84640,240786,tt0733051,Transformers: The Headmasters,S01E07 Yonhyakumannen - nazo no Veil,1987,23,6.0,18
103946,319288,tt0838096,Lupin the 3rd,S01E20 Oitsumerareta Rupan,1978,24,5.8,47
12080,24415,tt0513237,Animaniacs,"S01E58 Oh, Oh, Ethel/Rorschach Test/Meet John Brain/Smell Ya Later/Spike",1994,22,8.4,145
65606,176972,tt0668317,Oz,"S06E02 See No Evil, Hear No Evil, Smell No Evil",2003,57,8.2,1842
6002,10417,tt0442705,Tatort,S01E588 Feuertaufe,2005,90,5.9,91
86001,246802,tt0739179,Vecinos,S01E02 La pintura del edificio,2005,42,8.7,18
105880,327861,tt0851596,All of Us,"S01E05 Say My Name, Say My Name",2003,20,7.8,65
129016,568602,tt10283926,O Resto da Tua Vida,S01E04 O Recomeأ§o,2019,21,8.2,10
135898,750559,tt1068693,IGPX: Immortal Grand Prix,S01E01 Time to Shine,2005,30,6.2,8
26570,66449,tt0556080,Dead Like Me,S02E05 Hurry,2004,45,8.1,364
95840,282509,tt0782615,Teenage Mutant Ninja Turtles,"S05E16 Leonardo, the Renaissance Turtle",1991,24,6.5,84
106026,329108,tt0853404,Crusader Rabbit,S01E01 Crusader vs the State of Texas,1950,4,7.2,24
91853,264780,tt0758323,The Man Show,S01E09 Sports,1999,21,7.2,21
146662,1001941,tt11229932,Rogue Heroes,S01E06 Episode #1.6,2020,58,8.1,503
74558,203593,tt0695310,Saved by the Bell: The New Class,S02E03 Let the Games Begin,1994,20,5.8,21
4198,6977,tt0341339,ABC Afterschool Specials,S07E04 Dinky Hocker,1979,60,7.6,32
41431,106616,tt0597035,The Hardy Boys/Nancy Drew Mysteries,S02E10 Nancy Drew's Love Match,1977,60,6.7,57
16252,35138,tt0524398,The Big Valley,S01E22 The Death Merchant,1966,60,8.2,132
96634,287039,tt0788832,Top Chef,S01E04 Food on the Fly,2006,46,6.3,56
41161,105440,tt0595854,Hangin' with Mr. Cooper,"S03E04 He Said, She Said",1994,22,6.9,18
74513,203534,tt0695251,Saved by the Bell: The College Years,S01E00 Pilot,1993,24,6.8,117
112041,364149,tt0900497,Drei Damen vom Grill,S01E02 Hأ¼rdenlauf,1977,24,7.5,14
100195,302346,tt0811452,Doctor Who,S06E02 The Dominators: Episode 2,1968,24,6.2,415
76793,209901,tt0701697,"Sister, Sister",S03E21 Big Twin on Campus,1996,22,6.8,47
86547,249871,tt0742270,Voyage to the Bottom of the Sea,S02E01 Jonah and the Whale,1965,52,7.3,106
68364,186004,tt0677568,Power Rangers Zeo,S01E27 The Power of Gold,1996,22,7.7,289
83653,231589,tt0723767,The Time Tunnel,S01E01 Rendezvous with Yesterday,1966,50,7.7,402
97758,291518,tt0794901,Little House on the Prairie,S01E16 Family Quarrel,1975,60,7.9,336
66302,180923,tt0672293,Peak Practice,S06E03 A Matter of Principle,1998,50,8.0,8
10389,20638,tt0509411,All Saints,S02E08 Bloodlines,1999,42,8.0,13
104243,320246,tt0839236,Our Miss Brooks,S02E15 Do It Yourself,1954,30,7.9,15
37286,94075,tt0584191,Full House,"S05E15 Play It Again, Jesse",1992,30,6.8,250
87517,251613,tt0744022,The War at Home,S01E05 Like a Virgin,2005,21,7.2,94
98790,297290,tt0802894,That '70s Show,S08E20 Leaving Home Ain't Easy,2006,22,6.5,644
132978,672111,tt10515510,Nostalgia Critic,S12E27 Constantine,2019,25,5.7,46
46781,122644,tt0613207,JAG,S07E11 Answered Prayers,2001,60,8.1,137
132214,652254,tt10470752,A Certain Scientific Accelerator,S01E08 Friend (Hirumi),2019,24,5.4,33
58629,156504,tt0647498,Midsomer Murders,S06E03 Painted in Blood,2003,99,8.0,924
25911,64123,tt0553723,The Dana Carvey Show,S01E05 The Pepsi Stuff Dana Carvey Show,1996,22,6.7,57
57436,153528,tt0644493,Maverick,S02E01 The Day They Hanged Bret Maverick,1958,60,8.6,141
100940,305978,tt0817338,Deadliest Catch,S02E09 On the Edge,2006,44,7.9,48
131648,640169,tt1044325,WWE Smackdown!,S08E34 Episode #8.34,2007,79,6.8,15
83548,231402,tt0723578,Tightrope,S01E08 Man in the Middle,1959,30,8.1,14
61474,163503,tt0654562,My Favorite Martian,S01E25 The Sinkable Mrs. Brown,1964,30,7.2,47
116271,390965,tt0935561,Jem,S02E12 Danse Time,1987,22,7.4,21
45719,119327,tt0609849,The IT Crowd,S01E03 Fifty-Fifty,2006,25,7.8,2534
102913,316014,tt0833359,It's Always Sunny in Philadelphia,S02E08 The Gang Runs for Office,2006,24,7.9,3117
74871,204563,tt0696288,Science Fiction Theatre,S01E03 Out of Nowhere,1955,30,6.4,35
109803,347404,tt0878198,The Adventures of Ozzie and Harriet,S09E08 A Friend in Need,1960,30,7.5,16
20725,46056,tt0535439,The Californians,S02E24 Stampede at Misery Flats,1959,30,6.8,11
102059,312265,tt0827547,Captain Scarlet and the Mysterons,S01E27 Codename Europa,1968,25,7.7,51
41359,106191,tt0596607,Die Harald Schmidt Show,S06E102 Show #889,2001,47,7.6,14
28211,69432,tt0559087,Dharma & Greg,S04E06 Sleepless in San Francisco,2000,30,7.2,106
45112,117922,tt0608430,Hunter,S05E16 Blood Line,1989,60,7.3,73
34853,87982,tt0578030,The Farmer's Daughter,S03E16 Moe Hill and the Mountains,1966,30,6.3,8
94193,273859,tt0769842,B.J. and the Bear,S03E09 For Adults Only,1981,60,7.1,11
130297,602813,tt1035873,Biography,S10E32 Frank Sinatra: The Voice of the Century,1998,120,6.8,132
130021,593012,tt10337778,The Good Place,S04E05 Employee of the Bearimy,2019,22,7.7,1992
8059,16047,tt0504678,Absolutely Fabulous,S02E03 Morocco,1994,30,8.3,375
68257,185897,tt0677461,Power Rangers Turbo,S01E15 Cars Attacks,1997,21,6.3,268
64369,172671,tt0663922,The O.C.,S01E20 The Telenovela,2004,43,7.9,588
40445,103916,tt0594135,Gunsmoke,S06E33 Hard Virtue,1961,30,7.5,127
115632,385470,tt0927894,Detective Conan,S01E26 Pet Dog Jon Murder Case,1996,25,7.2,161
71768,195570,tt0687224,Avonlea,S05E07 Stranger in the Night,1994,60,8.2,49
91727,264505,tt0757833,British Men Behaving Badly,S05E01 Hair,1996,29,7.6,91
96439,285887,tt0787206,Ein starkes Team,S01E32 Dunkle Schatten,2006,89,6.8,26
43443,110895,tt0601361,Highlander,S02E10 Epitaph for Tommy,1993,48,7.5,176
53456,144606,tt0635515,The Lone Ranger,S02E08 Thieves' Money,1950,23,8.0,46
108968,343160,tt0872543,The Bill,S11E07 Little Boy Lost,1995,25,7.2,24
7593,15049,tt0503645,7th Heaven,S08E04 I Wasn't Expecting That!,2003,44,6.5,59
126232,504232,tt10141884,Syke,S05E14 Ennustus 2/4,2018,22,8.0,5
87546,251649,tt0744058,War of the Worlds,S01E23 The Raising of Lazarus,1989,46,6.7,40
99523,300016,tt0807267,Doctor Who,S03E41 The Savages: Episode 4,1966,25,6.9,311
101890,311361,tt0825981,The Red Green Show,S10E05 Winston's Wedding,2000,23,8.0,8
82244,225998,tt0718003,Tarzan,S01E11 Village of Fire,1966,60,6.5,14
14667,31341,tt0520479,Beautiful People,S01E01 Pilot,2005,42,7.2,22
110209,350584,tt0882406,Highway Patrol,S01E20 Hit and Run,1956,30,7.9,74
34552,87300,tt0577340,Family Ties,S03E03 Little Man on Campus,1984,30,7.3,136
14651,31179,tt0520311,BeastMaster,S01E12 The Slayer,2000,43,7.2,33
115726,386262,tt0928917,The Real Ghostbusters,S06E13 Stay Tooned,1990,21,5.8,58
17531,37166,tt0526469,A Bit of Fry and Laurie,S04E05 Episode #4.5,1995,28,7.7,99
111774,361172,tt0896288,Meerkat Manor,S02E11 Growing Pains,2006,20,9.3,7
97783,291602,tt0794988,Three's Company,S02E14 Three's Christmas,1977,30,7.4,195
134162,702596,tt1058209,The Daily Show,S04E13 Bebe Neuwirth,1999,30,6.6,15
74941,204712,tt0696438,Screen Directors Playhouse,S01E18 Cry Justice,1956,30,5.9,30
2504,3881,tt0215365,The Scales of Justice,S01E02 A Woman's Privilege,1962,29,7.0,39
3312,5351,tt0278472,Frontline,S19E04 Hackers,2001,55,7.8,41
16245,35131,tt0524391,The Big Valley,S02E07 Target,1966,60,7.2,102
42613,108562,tt0599006,Heartbeat,S03E06 The Frighteners,1993,50,7.7,29
94310,274458,tt0770533,The Flintstones,S02E24 Fred Strikes Out,1962,30,7.3,191
134589,714091,tt10607602,Hernأ،n,S01E07 Sandoval,2019,46,7.4,70
40012,103060,tt0593268,Growing Pains,S06E08 Happy Halloween: Part 2,1990,24,6.9,119
42671,108735,tt0599181,Hearts Afire,"S03E11 Mrs. Hartman, Mrs. Hartman",1995,24,8.8,6
65050,174991,tt0666268,One Tree Hill,S02E04 You Can't Always Get What You Want,2004,44,7.9,368
102697,315017,tt0831967,Comedy Central Presents,S08E11 Mike Birbiglia,2004,22,6.8,51
40792,104264,tt0594483,Gunsmoke,S14E22 The Nightriders,1969,60,7.7,137
113420,372532,tt0911385,Dark Shadows,S01E973 Episode #1.973,1970,22,7.2,21
4144,6875,tt0337920,Celebrity Profile,\N,1999,60,6.2,13
86929,250727,tt0743132,Wagon Train,S04E02 The Horace Best Story,1960,60,7.8,95
92186,266078,tt0760356,The Brittas Empire,S02E07 New Generations,1992,30,7.9,68
62921,166872,tt0657977,Navy Log,S02E22 War of the Whale Boats,1957,24,9.0,8
22408,50824,tt0540239,Chicago Hope,S01E11 Great White Hope,1995,60,7.6,29
80750,221429,tt0713371,Super Friends,S08E08 The Village of Lost Souls/The Curator,1984,22,6.5,38
63152,167928,tt0659063,Never Mind the Buzzcocks,S04E08 Episode #4.8,1998,30,6.5,13
74698,203827,tt0695546,The Scarlet Pimpernel,S01E18 A Tale of Two Pigtails,1955,30,6.4,10
73307,201421,tt0693116,Sabrina the Teenage Witch,S05E13 Sabrina's New Roommate,2001,30,6.8,151
7418,14873,tt0503468,77 Sunset Strip,S05E06 The Catspaw Caper,1962,60,7.9,29
24035,56628,tt0546129,Corner Gas,S03E12 Ruby Newsday,2005,22,8.1,121
23314,54162,tt0543624,Coach,S01E05 The Loss Weekend,1989,30,8.2,70
69339,189504,tt0681120,Quantum Leap,"S04E16 Ghost Ship - August 13, 1956",1992,48,7.6,416
57318,153396,tt0644361,Maude,S05E07 The Election,1976,30,7.8,62
30822,76596,tt0566381,The Drew Carey Show,S01E20 Drew and Kate and Kate's Mom,1996,23,7.5,126
31372,77694,tt0567515,Dynasty,S01E04 The Honeymoon,1981,48,7.2,122
136576,769030,tt10725282,Unearthed,S05E04 Curse of the Seventh Wonder,2019,42,7.5,17
129886,588750,tt10328404,Bless the Harts,S01E09 Miracle on Culpepper Slims Boulevard,2019,21,7.5,101
78551,216052,tt0707901,St. Elsewhere,S01E04 Cora and Arnie,1982,50,8.7,171
46757,122493,tt0613056,It's a Living,S03E15 Jewel Heist,1986,21,7.1,16
88649,254645,tt0747231,Where the Heart Is,S05E15 Cats and Dogs,2001,48,7.3,7
50221,133677,tt0624454,Land of the Giants,S02E15 Our Man O'Reilly,1969,50,6.6,49
42820,109327,tt0599778,Hercules: The Legendary Journeys,S04E12 Men in Pink,1998,44,6.5,323
140248,866666,tt1093888,CSI: Miami,S06E19 Rock and a Hard Place,2008,60,7.5,329
13640,29670,tt0518580,Barbershop,S01E04 Whose Pussy Is That?,2005,29,6.7,7
29238,71013,tt0560688,Dinosaurs,S03E18 Dirty Dancin',1993,24,7.8,133
11980,24070,tt0512889,Angel,S02E10 Reunion,2000,41,9.1,2243
82968,228209,tt0720244,That Girl,S04E10 Fix My Screen & Bug Out,1969,30,6.9,32
84421,239939,tt0732192,Touched by an Angel,S06E19 True Confessions,2000,46,7.4,45
64479,173027,tt0664278,The Odd Couple,S05E13 The Bigger They Are,1974,30,7.0,60
123558,441073,tt10004634,Bonusfamiljen,S03E04 Avsnitt 4,2019,43,7.7,53
60912,162385,tt0653438,Murder in Suburbia,S02E04 Salsa,2005,47,7.6,85
36921,93475,tt0583587,Friends,S01E14 The One with the Candy Hearts,1995,22,8.1,5857
120148,415578,tt0968540,Jason of Star Command,S01E09 Peepo's Last Chance,1978,12,6.0,13
99938,301786,tt0810249,Mister Rogers' Neighborhood,S12E09 1499: Pets,1982,28,8.6,14
119280,409556,tt0960379,"Go, Diego! Go!",S01E02 Diego Saves Mommy and Baby Sloth,2005,25,6.8,17
136021,754356,tt10695126,Archer,S11E03 Helping Hands,2020,22,7.9,948
124702,469003,tt1006409,Winx Club,S03E13 One Last Fluttering of Wings,2011,21,8.5,38
32496,82296,tt0572239,Star Trek: Enterprise,S02E14 Stigma,2003,43,7.4,1634
129585,583629,tt10317130,SuperMansion,S03E18 Bug Hunt,2019,22,8.2,17
98444,294948,tt0799663,Love My Way,S02E06 I Know You,2006,50,7.4,19
110094,350002,tt0881712,Meerkat Manor,S02E03 Young Blood,2006,20,8.8,9
35669,90427,tt0580501,Flodder,S01E06 Blauw bloed,1993,25,7.1,46
146033,989579,tt1120230,How It's Made,S09E01 Solid Tires/Cheesecake/Canoe Paddles/Globes,2007,22,7.8,21
145251,974794,tt1117020,Fear Itself,S01E02 Spooked,2008,44,5.8,893
82434,226607,tt0718613,Teachers,S03E13 Episode #3.13,2003,48,7.4,24
42274,107856,tt0598295,Hawaiian Eye,"S02E33 Father, Dear Father",1961,60,8.0,8
124781,470160,tt10066706,Secrets of the Morgue,S01E06 The Final Say,2019,42,6.9,14
32342,81637,tt0571501,Empty Nest,S07E13 Goodbye Charley,1995,23,7.9,97
85369,242881,tt0735176,Two and a Half Men,S01E13 Sarah Like Puny Alan,2004,21,7.6,1480
11864,23772,tt0512586,The Andy Griffith Show,S01E26 The Inspector,1961,26,8.0,340
85707,245423,tt0737781,The Untouchables,S02E27 Stranglehold,1961,52,7.6,67
74196,203085,tt0694792,Saturday Night Live,S26E14 Conan O'Brien/Don Henley,2001,90,7.3,119
29158,70789,tt0560461,Dilbert,S02E17 Ethics,2000,23,7.7,84
98797,297397,tt0803187,Un paso adelante,S06E12 آ،Que viene el loco!,2005,80,6.4,7
13361,28855,tt0517746,Bachelor Father,S03E33 Bentley and the Blood Bank,1960,30,6.8,12
109230,344149,tt0873572,The X Factor UK,S03E10 Judges' Houses 2,2006,60,3.5,14
59149,158062,tt0649071,The Misadventures of Sheriff Lobo,S01E15 Who's the Sexiest Girl in the World,1980,60,6.2,8
17995,38353,tt0527666,Blue Heelers,S05E03 Smoke and Mirrors,1998,43,7.0,10
16414,35473,tt0524733,The Bill,S19E19 The Nouveau Riche,2003,50,7.7,36
20066,45051,tt0534420,CHiPs,S05E22 A Threat of War,1982,60,7.7,69
133885,696717,tt1056923,The Daily Show,S03E53 Upright Citizens Brigade,1998,30,4.2,14
8740,17336,tt0505975,"The Adventures of Jimmy Neutron, Boy Genius",S02E07 Return of the Nanobots,2003,24,7.2,89
117684,400443,tt0947733,The Weekenders,S02E09 Dixon,2000,30,8.9,12
119521,411166,tt0962472,Rules of Engagement,S01E02 The Birthday Deal,2007,21,7.4,516
133217,676734,tt1052589,DuckTales,S04E04 New Gizmo-Kids on the Block,1990,21,7.0,151
67674,184723,tt0676275,Police Squad!,S01E06 Testimony of Evil (Dead Men Don't Laugh),1982,24,7.9,745
80523,220862,tt0712796,Sue Thomas: F.B.Eye,S01E09 Diplomatic Immunity,2003,44,8.5,55
47899,125711,tt0616316,Joey,S01E21 Joey and the Spying,2005,30,7.3,321
120178,415699,tt0968661,The Tribe,S02E49 Episode #2.49,2000,25,8.2,17
27286,67695,tt0557335,Degrassi: The Next Generation,S02E14 Careless Whisper,2003,22,7.9,188
135532,741215,tt10666576,Ex on the Beach,S03E03 I Put a Crush on You,2019,42,7.3,12
38796,99619,tt0589793,The Golden Girls,S07E13 Old Boyfriends,1992,30,8.0,356
95589,281196,tt0780721,The Daily Show,S11E36 Clive Owen,2006,30,6.6,24
140586,872120,tt10951516,Shark Week,\N,2019,41,5.2,9
11983,24073,tt0512892,Angel,S04E13 Salvage,2003,41,8.9,1904
134825,720930,tt10622442,The IMDb Show,S03E53 Take 5 With Emma Greenwell,2019,4,6.7,24
145687,983308,tt1118836,Dennis the Menace,S02E08 Henry and Togetherness,1960,25,8.2,27
